timestamp,location,price,loyaltynum
01/16/2014,Gelatogalore,32.4,L4424
01/16/2014,Hallowed Grounds,7.22,L4424
01/16/2014,Albert's Fine Clothing,91.71,L5259
01/16/2014,Brew've Been Served,16.9,L5259
01/16/2014,Guy's Gyros,29.7,L5259
01/16/2014,Brew've Been Served,7.31,L3800
01/16/2014,Guy's Gyros,25.57,L3800
01/16/2014,Kalami Kafenion,8.86,L3800
01/16/2014,Hallowed Grounds,4.98,L5553
01/16/2014,Hippokampos,29.93,L5553
01/16/2014,Katerina’s Café,13.91,L5553
01/16/2014,Bean There Done That,17.4,L3366
01/16/2014,Hippokampos,34,L3366
01/16/2014,Kalami Kafenion,26.32,L3366
01/16/2014,Brew've Been Served,12.83,L8148
01/16/2014,Guy's Gyros,13.48,L8148
01/16/2014,Guy's Gyros,30.76,L8148
01/16/2014,Abila Airport,1676.53,L7761
01/16/2014,Nationwide Refinery,2047.28,L7761
01/16/2014,Stewart and Sons Fabrication,860.3,L7761
01/16/2014,Brew've Been Served,12.67,L3572
01/16/2014,Shoppers' Delight,16.84,L3572
01/16/2014,Brew've Been Served,19.9,L2490
01/16/2014,Guy's Gyros,8.31,L2490
01/16/2014,Katerina’s Café,34.02,L2490
01/16/2014,Abila Airport,3917.3,L2769
01/16/2014,Abila Airport,3032.97,L2769
01/16/2014,Brew've Been Served,17.44,L2169
01/16/2014,Gelatogalore,10.62,L2169
01/16/2014,Roberts and Sons,155.76,L2169
01/16/2014,Carlyle Chemical Inc.,419.93,L5756
01/16/2014,Carlyle Chemical Inc.,1814.24,L5756
01/16/2014,Katerina’s Café,34.9,L5756
01/16/2014,Nationwide Refinery,4742.67,L5756
01/16/2014,Nationwide Refinery,1494.44,L9633
01/16/2014,Stewart and Sons Fabrication,4543.31,L9633
01/16/2014,Katerina’s Café,19.44,L9637
01/16/2014,Abila Zacharo,64.71,L3288
01/16/2014,Jack's Magical Beans,14.86,L3288
01/16/2014,Ouzeri Elian,29.99,L3288
01/16/2014,Hallowed Grounds,17.74,L7814
01/16/2014,Kalami Kafenion,11.83,L7814
01/16/2014,Katerina’s Café,34.58,L7814
01/16/2014,Gelatogalore,22.19,L3259
01/16/2014,Hallowed Grounds,12.61,L3259
01/16/2014,Katerina’s Café,10.84,L3259
01/16/2014,Abila Zacharo,31.31,L9362
01/16/2014,Coffee Cameleon,7.19,L9362
01/16/2014,Katerina’s Café,14.34,L9362
01/16/2014,Abila Zacharo,8.43,L9363
01/16/2014,Guy's Gyros,28.27,L9363
01/16/2014,Abila Scrapyard,1897.05,L3317
01/16/2014,Abila Airport,3138.98,L3317
01/16/2014,Jack's Magical Beans,12.56,L5224
01/16/2014,Guy's Gyros,31.31,L7291
01/16/2014,Katerina’s Café,11.08,L7291
01/16/2014,Brew've Been Served,4.7,L8566
01/16/2014,Guy's Gyros,37.8,L8566
01/16/2014,Brew've Been Served,8.18,L9254
01/16/2014,Hippokampos,18.18,L9254
01/16/2014,Roberts and Sons,240.66,L9254
01/16/2014,Gelatogalore,12.33,L6886
01/16/2014,Jack's Magical Beans,6.95,L6886
01/17/2014,Hallowed Grounds,9.4,L5777
01/17/2014,Ouzeri Elian,35.81,L5777
01/17/2014,Bean There Done That,19.67,L7783
01/17/2014,Bean There Done That,8.21,L3191
01/17/2014,Gelatogalore,23.23,L3191
01/17/2014,Hippokampos,12.86,L3191
01/17/2014,Brewed Awakenings,8.16,L4164
01/17/2014,Guy's Gyros,8.64,L4164
01/17/2014,Hippokampos,11.93,L4164
01/17/2014,Jack's Magical Beans,7.57,L6267
01/17/2014,Ouzeri Elian,38.6,L6267
01/17/2014,Coffee Cameleon,6.81,L1682
01/17/2014,Kalami Kafenion,140.78,L1682
01/17/2014,Katerina’s Café,19.09,L1682
01/17/2014,Brew've Been Served,3.09,L1485
01/17/2014,Guy's Gyros,39.14,L1485
01/17/2014,Guy's Gyros,8.54,L1485
01/17/2014,Brewed Awakenings,8.69,L5947
01/17/2014,Chostus Hotel,119.62,L5947
01/17/2014,Hippokampos,8.92,L5947
01/17/2014,Hallowed Grounds,14.58,L6119
01/17/2014,Katerina’s Café,32.13,L6119
01/17/2014,Bean There Done That,19.56,L3014
01/17/2014,Hippokampos,10.14,L3014
01/17/2014,Abila Zacharo,8.78,L2070
01/17/2014,Brewed Awakenings,6,L2070
01/17/2014,Hippokampos,14.93,L2070
01/17/2014,Albert's Fine Clothing,1239.41,L4149
01/17/2014,Bean There Done That,18.72,L4149
01/17/2014,Katerina’s Café,13.11,L4149
01/17/2014,General Grocer,78.03,L6544
01/17/2014,Kalami Kafenion,27.73,L6544
01/17/2014,Hallowed Grounds,18.6,L4424
01/17/2014,Kalami Kafenion,20.02,L4424
01/17/2014,Brew've Been Served,15.46,L5259
01/17/2014,Gelatogalore,34.59,L5259
01/17/2014,Guy's Gyros,8.31,L5259
01/17/2014,Brew've Been Served,12.56,L3800
01/17/2014,Shoppers' Delight,155.01,L3800
01/17/2014,Hallowed Grounds,15.98,L5553
01/17/2014,Hippokampos,28.35,L5553
01/17/2014,Abila Zacharo,21.21,L3366
01/17/2014,Bean There Done That,5.77,L3366
01/17/2014,Coffee Cameleon,9.16,L8148
01/17/2014,Guy's Gyros,19.68,L8148
01/17/2014,Hippokampos,15.77,L8148
01/17/2014,Brew've Been Served,11.04,L3572
01/17/2014,Shoppers' Delight,269.33,L3572
01/17/2014,Brew've Been Served,13.66,L2490
01/17/2014,Guy's Gyros,22.18,L2490
01/17/2014,Guy's Gyros,37.55,L2490
01/17/2014,Guy's Gyros,15.4,L2169
01/17/2014,Katerina’s Café,35.52,L2169
01/17/2014,Stewart and Sons Fabrication,1753.17,L9633
01/17/2014,Abila Zacharo,14.51,L9637
01/17/2014,Coffee Cameleon,14.57,L9637
01/17/2014,Katerina’s Café,38.21,L9637
01/17/2014,Hallowed Grounds,3.25,L8012
01/17/2014,Katerina’s Café,21.22,L8012
01/17/2014,Hippokampos,52.31,L3288
01/17/2014,Jack's Magical Beans,19.11,L3288
01/17/2014,Ouzeri Elian,10.21,L3288
01/17/2014,Gelatogalore,21.62,L7814
01/17/2014,Hallowed Grounds,18.22,L7814
01/17/2014,Katerina’s Café,22.18,L7814
01/17/2014,Brew've Been Served,16.62,L3259
01/17/2014,Katerina’s Café,27.49,L3259
01/17/2014,Coffee Cameleon,10.27,L9362
01/17/2014,Katerina’s Café,21.01,L9362
01/17/2014,Brew've Been Served,5.29,L9363
01/17/2014,Guy's Gyros,16.83,L9363
01/17/2014,Abila Zacharo,15.95,L2459
01/17/2014,Hallowed Grounds,9.72,L2459
01/17/2014,Gelatogalore,15.84,L5224
01/17/2014,Brew've Been Served,12.3,L7291
01/17/2014,Chostus Hotel,114.22,L7291
01/17/2014,Guy's Gyros,29.71,L7291
01/17/2014,Brew've Been Served,19.39,L8566
01/17/2014,Guy's Gyros,35.1,L8566
01/17/2014,Hippokampos,14.57,L8566
01/17/2014,Abila Zacharo,39.67,L9254
01/17/2014,Brew've Been Served,10.52,L9254
01/17/2014,Hippokampos,38.19,L6886
01/17/2014,Kalami Kafenion,25.32,L6886
01/18/2014,Abila Zacharo,16.59,L5777
01/18/2014,Kronos Mart,194.51,L5777
01/18/2014,Ouzeri Elian,21.56,L5777
01/18/2014,Hippokampos,72.5,L7783
01/18/2014,Frank's Fuel,52.66,L3191
01/18/2014,Kalami Kafenion,11.14,L3191
01/18/2014,Katerina’s Café,96.36,L4164
01/18/2014,Ouzeri Elian,57.63,L6267
01/18/2014,Abila Zacharo,18.45,L1682
01/18/2014,Roberts and Sons,62.47,L1682
01/18/2014,Kalami Kafenion,10.48,L1485
01/18/2014,Katerina’s Café,9.72,L1485
01/18/2014,Abila Zacharo,73.25,L5947
01/18/2014,Roberts and Sons,239.65,L5947
01/18/2014,Katerina’s Café,8.14,L6119
01/18/2014,Frydos Autosupply n' More,103.55,L3014
01/18/2014,Hippokampos,20.11,L3014
01/18/2014,Hippokampos,63.21,L2070
01/18/2014,Kalami Kafenion,42.36,L2070
01/18/2014,Kronos Mart,150.36,L2070
01/18/2014,Kalami Kafenion,24.14,L4149
01/18/2014,Frydos Autosupply n' More,281.54,L4424
01/18/2014,Guy's Gyros,27.4,L4424
01/18/2014,Katerina’s Café,22.74,L4424
01/18/2014,Katerina’s Café,37.21,L5259
01/18/2014,Ahaggo Museum,120.2,L3800
01/18/2014,Guy's Gyros,31.48,L3800
01/18/2014,Guy's Gyros,47.89,L5553
01/18/2014,Roberts and Sons,266.69,L5553
01/18/2014,Albert's Fine Clothing,35.66,L3366
01/18/2014,Hippokampos,27.21,L3366
01/18/2014,Ouzeri Elian,33.57,L3366
01/18/2014,Guy's Gyros,39.68,L2490
01/18/2014,Katerina’s Café,19.3,L2490
01/18/2014,Kronos Mart,87.66,L2490
01/18/2014,Katerina’s Café,33.41,L2169
01/18/2014,Katerina’s Café,33.63,L8012
01/18/2014,Ahaggo Museum,55.55,L3288
01/18/2014,Hippokampos,49.21,L3288
01/18/2014,General Grocer,477.6,L9362
01/18/2014,Katerina’s Café,76.1,L9362
01/18/2014,Ouzeri Elian,53.36,L9362
01/18/2014,General Grocer,108.49,L9363
01/18/2014,Kalami Kafenion,53.36,L9363
01/18/2014,Chostus Hotel,600,L2459
01/18/2014,Katerina’s Café,14.22,L2459
01/18/2014,Abila Zacharo,111.93,L5224
01/18/2014,Albert's Fine Clothing,226.49,L5224
01/18/2014,Shoppers' Delight,258.33,L5224
01/18/2014,Abila Zacharo,21.29,L8566
01/18/2014,Katerina’s Café,19.31,L9254
01/18/2014,Frydos Autosupply n' More,120.67,L6886
01/18/2014,Hippokampos,53.21,L6886
01/18/2014,Kalami Kafenion,38.91,L6886
01/19/2014,Hippokampos,78.96,L7783
01/19/2014,Hippokampos,101.25,L3191
01/19/2014,Desafio Golf Course,145.72,L4164
01/19/2014,Ouzeri Elian,67.98,L6267
01/19/2014,Guy's Gyros,20.94,L1485
01/19/2014,Albert's Fine Clothing,254.29,L5947
01/19/2014,Katerina’s Café,34.03,L6119
01/19/2014,Hippokampos,11.56,L3014
01/19/2014,Desafio Golf Course,190.91,L2070
01/19/2014,Hippokampos,48.23,L2070
01/19/2014,Guy's Gyros,36.87,L6544
01/19/2014,Katerina’s Café,33.79,L4424
01/19/2014,Guy's Gyros,65.21,L3800
01/19/2014,Ouzeri Elian,45.32,L3800
01/19/2014,Katerina’s Café,38.9,L5553
01/19/2014,Gelatogalore,22.36,L3366
01/19/2014,General Grocer,70.22,L3366
01/19/2014,Hippokampos,46.32,L3366
01/19/2014,Guy's Gyros,40.36,L8148
01/19/2014,Frydos Autosupply n' More,56.09,L2490
01/19/2014,Guy's Gyros,58.35,L2490
01/19/2014,Ouzeri Elian,23.65,L2490
01/19/2014,Guy's Gyros,31.94,L2169
01/19/2014,Katerina’s Café,26.76,L2169
01/19/2014,Albert's Fine Clothing,274.66,L9637
01/19/2014,Shoppers' Delight,30.39,L9637
01/19/2014,Ahaggo Museum,26.91,L3288
01/19/2014,Guy's Gyros,23.21,L3288
01/19/2014,Frydos Autosupply n' More,98.04,L3259
01/19/2014,Katerina’s Café,12.25,L9362
01/19/2014,Abila Zacharo,47.8,L9363
01/19/2014,Guy's Gyros,39.6,L9363
01/19/2014,Desafio Golf Course,148.22,L2459
01/19/2014,Guy's Gyros,25.79,L2459
01/19/2014,Desafio Golf Course,150.07,L5224
01/19/2014,Hippokampos,45.32,L5224
01/19/2014,Guy's Gyros,37.48,L7291
01/19/2014,Frydos Autosupply n' More,209.76,L8566
01/19/2014,Katerina’s Café,70.22,L8566
01/19/2014,Guy's Gyros,18.08,L9254
01/19/2014,Katerina’s Café,35.01,L9254
01/19/2014,Desafio Golf Course,110.02,L6886
01/19/2014,Hippokampos,63.17,L6886
